[
  <<|java+class:///net/suberic/pooka/resource/FileResourceManager|,|java+class:///net/suberic/pooka/resource/ResourceManager|>,220,<|java+method:///net/suberic/pooka/resource/ResourceManager/translateName(java.lang.String)|,|java+method:///net/suberic/pooka/resource/FileResourceManager/translateName(java.lang.String)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/openFolder(int)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CACHE_ONLY|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CLOSED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderID()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/LOST_CONNECTION|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/DISCONNECTED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CONNECTED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setStatus(int)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/openFolder(int,boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/rematchFilters()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/mMessageLoader|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/rematchFilters()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isConnected()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/refreshFlags(net.suberic.pooka.MessageInfo)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/fetchProfile|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/fireMessageCountEvent(javax.mail.event.MessageCountEvent)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setNewMessages(boolean)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+method:///net/suberic/pooka/UIDFolderInfo/getMessageInfoByUid(long)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getColumnValues()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/clearStatusMessage(net.suberic.pooka.gui.FolderDisplayUI)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderDisplayUI()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/mMessageLoader|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderTableModel()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderID()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getLogger()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageToInfoTable|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+field:///net/suberic/pooka/UIDFolderInfo/uidToInfoTable|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/applyFilters(java.util.List)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/folderTableModel|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesAdded(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/fireMessageCountEvent(javax.mail.event.MessageCountEvent)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderTableModel()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+method:///net/suberic/pooka/UIDFolderInfo/getMessageInfoByUid(long)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+field:///net/suberic/pooka/UIDFolderInfo/uidToInfoTable|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderDisplayUI()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getLogger()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/messageToInfoTable|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/runMessagesRemoved(javax.mail.event.MessageCountEvent)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isConnected()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/search(javax.mail.search.SearchTerm)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/search(javax.mail.search.SearchTerm)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/search(javax.mail.search.SearchTerm)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderProperty()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/showCacheInfo()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getStatus()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/showCacheInfo()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CONNECTED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/showCacheInfo()|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/status|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/cacheMessage(net.suberic.pooka.MessageInfo,int)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+method:///net/suberic/pooka/UIDFolderInfo/getRealMessageById(long)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/cacheMessage(net.suberic.pooka.MessageInfo,int)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CONNECTED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/cacheMessage(net.suberic.pooka.MessageInfo,int)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/UIDFolderInfo|>,220,<|java+field:///net/suberic/pooka/UIDFolderInfo/uidValidity|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/cacheMessage(net.suberic.pooka.MessageInfo,int)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/loadFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/appendMessages(net.suberic.pooka.MessageInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/appendMessages(net.suberic.pooka.MessageInfo%5B%5D)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/appendMessages(net.suberic.pooka.MessageInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isAvailable()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/appendMessages(net.suberic.pooka.MessageInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/isConnected()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/appendMessages(net.suberic.pooka.MessageInfo%5B%5D)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/NOT_LOADED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/INVALID|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderID()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getLogger()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/children|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CLOSED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setFolder(javax.mail.Folder)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/loadFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/mNamespace|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/type|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/loading|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentStore()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/DISCONNECTED|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getParentFolder()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/initializeFolderInfo()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/getFolderName()|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+method:///net/suberic/pooka/FolderInfo/setStatus(int)|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
  <<|java+class:///net/suberic/pooka/cache/CachingFolderInfo|,|java+class:///net/suberic/pooka/FolderInfo|>,220,<|java+field:///net/suberic/pooka/FolderInfo/CACHE_ONLY|,|java+method:///net/suberic/pooka/cache/CachingFolderInfo/loadFolder(boolean)|>>,
