[
  <<|java+class:///ChallengeHandler|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/org/webengruven/webmail/plugins/ChallengeHandler.java|(1623,49,<47,8>,<47,57>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(3830,54,<134,2>,<134,56>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4047,26,<142,1>,<142,27>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4252,19,<149,9>,<149,28>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4251,60,<149,8>,<149,68>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4557,19,<160,21>,<160,40>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4598,32,<161,20>,<161,52>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4640,50,<162,8>,<162,58>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4702,36,<163,8>,<163,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(4918,26,<174,17>,<174,43>)>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5216,28,<186,23>,<186,51>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5382,26,<189,41>,<189,67>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5343,67,<189,2>,<189,69>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5414,26,<190,2>,<190,28>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5739,45,<200,1>,<200,46>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5787,65,<201,1>,<201,66>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5855,49,<202,1>,<202,50>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5907,27,<203,1>,<203,28>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5937,24,<204,1>,<204,25>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(5964,29,<205,1>,<205,30>)>,
  <<|java+class:///net/wastl/webmail/config/ChoiceConfigParameter|,|java+class:///net/wastl/webmail/config/ConfigParameter|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6154,28,<209,23>,<209,51>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6320,26,<212,41>,<212,67>)>,
  <<|java+interface:///org/w3c/dom/Text|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6281,67,<212,2>,<212,69>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6352,26,<213,2>,<213,28>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6687,21,<231,19>,<231,40>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7029,22,<243,10>,<243,32>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7197,22,<247,35>,<247,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7167,69,<247,5>,<247,74>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(8605,26,<292,16>,<292,42>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9202,25,<312,7>,<312,32>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9575,21,<325,51>,<325,72>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9875,52,<337,7>,<337,59>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(10599,57,<362,8>,<362,65>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(10699,19,<363,38>,<363,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(10669,63,<363,8>,<363,71>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(11152,27,<376,1>,<376,28>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(11182,46,<377,1>,<377,47>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(11231,54,<378,1>,<378,55>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(11288,61,<379,1>,<379,62>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(11352,54,<380,1>,<380,55>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7486,27,<258,10>,<258,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7799,27,<266,10>,<266,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(8078,27,<275,10>,<275,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9614,25,<326,15>,<326,40>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9614,25,<326,15>,<326,40>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLSystemData/getVirtualDomain(java/lang/String)/$anonymous1/getAllowedHosts()/$anonymous1|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9374,281,<318,10>,<328,8>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7486,27,<258,10>,<258,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7799,27,<266,10>,<266,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(8078,27,<275,10>,<275,37>)>,
  <<|java+class:///java/lang/String|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9614,25,<326,15>,<326,40>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLSystemData/getVirtualDomain(java/lang/String)/$anonymous1/getAllowedHosts()/$anonymous1|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(9374,281,<318,10>,<328,8>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLSystemData/getVirtualDomain(java/lang/String)/$anonymous1|,|java+interface:///net/wastl/webmail/server/WebMailVirtualDomain|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(7354,2738,<254,12>,<345,3>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6778,33,<233,13>,<233,46>)>,
  <<|java+class:///java/lang/String|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6778,33,<233,13>,<233,46>)>,
  <<|java+anonymousClass:///net/wastl/webmail/xml/XMLSystemData/getVirtualDomains()/$anonymous1|,|java+interface:///java/util/Enumeration|>,206,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLSystemData.java|(6529,294,<223,8>,<235,6>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1180,28,<64,16>,<64,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1172,36,<64,8>,<64,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1356,30,<73,12>,<73,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1504,30,<81,14>,<81,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1619,9,<85,9>,<85,18>)>,
  <<|java+class:///net/wastl/webmail/misc/ByteStore|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1692,12,<87,21>,<87,33>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1845,30,<97,10>,<97,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1924,9,<98,47>,<98,56>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(1923,29,<98,46>,<98,75>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2260,21,<114,21>,<114,42>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2292,19,<114,53>,<114,72>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2331,22,<114,92>,<114,114>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2458,23,<118,14>,<118,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2521,14,<119,38>,<119,52>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2663,23,<125,11>,<125,34>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/http/HTTPRequestHeader.java|(2723,14,<126,35>,<126,49>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLAdminModel.java|(1481,27,<50,1>,<50,28>)>,
  <<|java+class:///org/webengruven/webmail/auth/OTPAuthenticatorIface|,|java+class:///org/webengruven/webmail/auth/CRAuthenticator|>,201,|project://webmail-0.7.10/src/org/webengruven/webmail/auth/OTPAuthDisplayMngr.java|(1945,8,<53,8>,<53,16>)>,
  <<|java+class:///org/webengruven/webmail/auth/OTPAuthenticatorIface|,|java+class:///org/webengruven/webmail/auth/CRAuthenticator|>,203,|project://webmail-0.7.10/src/org/webengruven/webmail/auth/OTPAuthDisplayMngr.java|(2324,27,<64,45>,<64,72>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailServlet|,|java+class:///net/wastl/webmail/server/WebMailServer|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/logger/ServletLogger.java|(1612,22,<47,17>,<47,39>)>,
  <<|java+class:///net/wastl/webmail/logger/ServletLogger|,|java+interface:///net/wastl/webmail/config/ConfigurationListener|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/logger/ServletLogger.java|(1640,135,<49,1>,<50,64>)>,
  <<|java+class:///java/lang/Exception|,|java+class:///java/lang/Throwable|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/logger/ServletLogger.java|(2860,63,<92,5>,<92,68>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/misc/StringHeap.java|(2092,19,<79,8>,<79,27>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(1926,19,<73,18>,<73,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(1955,36,<74,8>,<74,44>)>,
  <<|java+class:///java/lang/String|,|java+interface:///org/w3c/dom/NodeList|>,202,|java+variable:///net/wastl/webmail/xml/XMLMessagePart/addContent(org.w3c.dom.Document)/scope(0)/scope(0)/nl|>,
  <<|java+class:///java/lang/String|,|java+interface:///org/w3c/dom/NodeList|>,202,|java+variable:///net/wastl/webmail/xml/XMLMessagePart/addContent(org.w3c.dom.Document)/scope(0)/scope(0)/nl|>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(3187,30,<110,1>,<110,31>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(3486,30,<119,1>,<119,31>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(3793,37,<127,1>,<127,38>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(4011,33,<134,1>,<134,34>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(4416,51,<150,1>,<150,52>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(4532,44,<154,1>,<154,45>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(4817,22,<162,18>,<162,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(4849,32,<163,8>,<163,40>)>,
  <<|java+interface:///org/w3c/dom/Element|,|java+interface:///org/w3c/dom/Node|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/xml/XMLMessagePart.java|(5022,44,<171,1>,<171,45>)>,
  <<|java+interface:///net/wastl/webmail/server/TimeableConnection|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ConnectionTimer.java|(1713,28,<58,5>,<58,33>)>,
  <<|java+interface:///net/wastl/webmail/server/TimeableConnection|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/ConnectionTimer.java|(1918,35,<68,26>,<68,61>)>,
  <<|java+interface:///net/wastl/webmail/server/TimeableConnection|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/ConnectionTimer.java|(2170,35,<80,23>,<80,58>)>,
  <<|java+class:///java/lang/InterruptedException|,|java+class:///java/lang/Exception|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/ConnectionTimer.java|(2390,20,<85,74>,<85,94>)>,
  <<|java+class:///SendMessage|,|java+interface:///net/wastl/webmail/server/URLHandler|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(1925,48,<71,1>,<71,49>)>,
  <<|java+class:///SendMessage|,|java+interface:///net/wastl/webmail/config/ConfigurationListener|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(1976,160,<72,1>,<72,161>)>,
  <<|java+class:///SendMessage|,|java+interface:///net/wastl/webmail/config/ConfigurationListener|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(2139,159,<73,1>,<73,160>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(2301,69,<74,1>,<74,70>)>,
  <<|java+class:///SendMessage|,|java+interface:///net/wastl/webmail/config/ConfigurationListener|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(2373,212,<75,1>,<75,213>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(3544,21,<113,24>,<113,45>)>,
  <<|java+class:///javax/mail/internet/InternetAddress|,|java+class:///javax/mail/Address|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(5153,237,<156,6>,<160,10>)>,
  <<|java+class:///javax/mail/internet/InternetAddress|,|java+class:///javax/mail/Address|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(5587,103,<165,6>,<167,41>)>,
  <<|java+class:///javax/mail/internet/InternetAddress|,|java+class:///javax/mail/Address|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(6617,47,<193,6>,<193,53>)>,
  <<|java+class:///javax/mail/internet/InternetAddress|,|java+class:///javax/mail/Address|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(7412,47,<214,6>,<214,53>)>,
  <<|java+class:///javax/mail/internet/InternetAddress|,|java+class:///javax/mail/Address|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(8211,48,<235,6>,<235,54>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(9959,33,<292,6>,<292,39>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(9996,32,<292,43>,<292,75>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(10551,53,<305,5>,<305,58>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(11128,15,<318,25>,<318,40>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(11417,33,<330,10>,<330,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(11457,32,<331,3>,<331,35>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(12131,26,<347,41>,<347,67>)>,
  <<|java+class:///java/io/PipedInputStream|,|java+class:///java/io/InputStream|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(12551,53,<356,28>,<356,81>)>,
  <<|java+class:///java/io/PipedOutputStream|,|java+class:///java/io/OutputStream|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(12666,33,<357,60>,<357,93>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(13336,33,<375,10>,<375,43>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(13373,32,<375,47>,<375,79>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(13959,8,<395,3>,<395,11>)>,
  <<|java+class:///javax/mail/internet/MimeMessage|,|java+class:///javax/mail/Message|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(14199,19,<408,6>,<408,25>)>,
  <<|java+class:///net/wastl/webmail/ui/xml/XHTMLDocument|,|java+class:///net/wastl/webmail/ui/html/HTMLDocument|>,201,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(14746,147,<428,2>,<430,56>)>,
  <<|java+class:///net/wastl/webmail/server/WebMailSession|,|java+interface:///net/wastl/webmail/server/HTTPSession|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/plugins/SendMessage.java|(15325,64,<442,13>,<442,77>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AuthenticatorHandler.java|(1840,55,<55,1>,<55,56>)>,
  <<|java+class:///net/wastl/webmail/server/Authenticator|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AuthenticatorHandler.java|(2328,31,<72,18>,<72,49>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://webmail-0.7.10/src/net/wastl/webmail/server/AuthenticatorHandler.java|(2792,23,<85,23>,<85,46>)>,
  <<|java+class:///net/wastl/webmail/server/Authenticator|,|java+class:///java/lang/Object|>,203,|project://webmail-0.7.10/src/net/wastl/webmail/server/AuthenticatorHandler.java|(2777,38,<85,8>,<85,46>)>
]
