[
  <<|java+class:///org/apache/xalan/templates/ElemAttribute|,|java+class:///org/apache/xalan/templates/ElemElement|>,<|project://xalan-2.7.1/src/org/apache/xalan/templates/ElemAttributeSet.java|(3549,25,<125,6>,<125,31>),|java+method:///org/apache/xalan/templates/ElemElement/execute(org.apache.xalan.transformer.TransformerImpl)|,|java+project:///|>>,
  <<|java+class:///org/apache/xalan/templates/ElemSort|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemSort/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/objects/XBoolean|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/toString()|,|java+method:///org/apache/xpath/objects/XBoolean/str()|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplate|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/compareTo(java.lang.Object)|,|java+method:///org/apache/xalan/templates/ElemTemplate/getStylesheetComposed()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLocalPart|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncLocalPart/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/getElementsByTagNameNS(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/templates/Stylesheet|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/callChildVisitors(org.apache.xalan.templates.XSLTVisitor)|,|java+method:///org/apache/xalan/templates/Stylesheet/callChildVisitors(org.apache.xalan.templates.XSLTVisitor,boolean)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemLiteralResult|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/excludeResultNSDecl(java.lang.String,java.lang.String)|,|java+method:///org/apache/xalan/templates/ElemLiteralResult/containsExcludeResultPrefix(java.lang.String,java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/patterns/FunctionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/FunctionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/UnaryOpExpr|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/UnaryOpExpr/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/patterns/UnionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/UnionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/LocalNameCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/LocalNameCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemExsltFuncResult|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/isEqualNode(org.w3c.dom.Node)|,|java+method:///org/apache/xalan/templates/ElemExsltFuncResult/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncTranslate|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncTranslate/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/Equals|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Equals/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/operations/Neg|,|java+class:///org/apache/xpath/operations/UnaryOperation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/UnaryOperation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/Neg/operate(org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xpath/objects/XNodeSetForDOM|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/getTypeString()|,|java+method:///org/apache/xpath/objects/XNodeSetForDOM/object()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstring|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncSubstring/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncCount|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncCount/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemElement|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemElement/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/rtree(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/objects/XRTreeFrag/str()|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/AllFromNodeTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/AllFromNodeTraverser/next(int,int)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/FloorCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/FloorCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncFalse|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/executeCharsToContentHandler(org.apache.xpath.XPathContext,org.xml.sax.ContentHandler)|,|java+method:///org/apache/xpath/functions/FuncFalse/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemWhen|,|java+class:///org/apache/xalan/templates/ElemTemplateElement|>,<|java+project:///|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/getLocalName()|,|java+method:///org/apache/xalan/templates/ElemWhen/getNodeName()|>>,
  <<|java+class:///org/apache/xpath/functions/FuncSubstringBefore|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,boolean)|,|java+method:///org/apache/xpath/functions/FuncSubstringBefore/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/util/CompareGenerator|,|java+class:///org/apache/xalan/xsltc/compiler/util/MethodGenerator|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/util/MethodGenerator/storeContextNode()|,|java+method:///org/apache/xalan/xsltc/compiler/util/CompareGenerator/storeCurrentNode()|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/StringLengthCall|,|java+class:///org/apache/xalan/xsltc/compiler/Expression|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/Expression/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/StringLengthCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/AncestorTraverser|,|java+class:///org/apache/xml/dtm/DTMAxisTraverser|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/DTMAxisTraverser/first(int,int)|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseTraversers/AncestorTraverser/next(int,int,int)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/dumpNode(int)|,|java+method:///org/apache/xml/dtm/ref/sax2dtm/SAX2DTM2/getNodeValue(int)|>>,
  <<|java+class:///org/apache/xpath/patterns/UnionPattern|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/xstr(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/patterns/UnionPattern/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/GenerateIdCall|,|java+class:///org/apache/xalan/xsltc/compiler/FunctionCall|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/FunctionCall/translateDesynthesized(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/GenerateIdCall/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/serializer/ToTextStream|,|java+class:///org/apache/xml/serializer/ToStream|>,<|java+project:///|,|java+method:///org/apache/xml/serializer/ToStream/startEntity(java.lang.String)|,|java+method:///org/apache/xml/serializer/ToTextStream/characters(java.lang.String)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtElementAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/functions/FuncExtElementAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/iter()|,|java+method:///org/apache/xpath/objects/XRTreeFrag/getTypeString()|>>,
  <<|java+class:///org/apache/xpath/operations/Variable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/operations/Variable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/Operation|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/objects/XString|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/notEquals(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XString/equals(org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xalan/lib/sql/DTMDocument|,|java+class:///org/apache/xml/dtm/ref/DTMDefaultBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBase/getTypedNextSibling(int,int)|,|java+method:///org/apache/xalan/lib/sql/DTMDocument/_exptype(int)|>>,
  <<|java+class:///org/apache/xalan/templates/ElemTemplateElement|,|java+class:///org/apache/xml/utils/UnImplNode|>,<|java+project:///|,|java+method:///org/apache/xml/utils/UnImplNode/importNode(org.w3c.dom.Node,boolean)|,|java+method:///org/apache/xalan/templates/ElemTemplateElement/error(java.lang.String)|>>,
  <<|java+class:///org/apache/xalan/processor/ProcessorImport|,|java+class:///org/apache/xalan/processor/ProcessorInclude|>,<|java+project:///|,|java+method:///org/apache/xalan/processor/ProcessorInclude/startElement(org.apache.xalan.processor.StylesheetHandler,java.lang.String,java.lang.String,java.lang.String,org.xml.sax.Attributes)|,|java+method:///org/apache/xalan/processor/ProcessorImport/getStylesheetInclErr()|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForChars|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/getTypeString()|,|java+method:///org/apache/xpath/objects/XStringForChars/object()|>>,
  <<|java+class:///org/apache/xpath/objects/XStringForFSB|,|java+class:///org/apache/xpath/objects/XString|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XString/bool()|,|java+method:///org/apache/xpath/objects/XStringForFSB/str()|>>,
  <<|java+class:///org/apache/xpath/patterns/NodeTest|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xpath/patterns/NodeTest/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncLocalPart|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/num(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncLocalPart/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncNamespace|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/execute(org.apache.xpath.XPathContext,int,org.apache.xml.dtm.DTM,int)|,|java+method:///org/apache/xpath/functions/FuncNamespace/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/operations/NotEquals|,|java+class:///org/apache/xpath/operations/Operation|>,<|java+project:///|,|java+method:///org/apache/xpath/operations/Operation/execute(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/operations/NotEquals/operate(org.apache.xpath.objects.XObject,org.apache.xpath.objects.XObject)|>>,
  <<|java+class:///org/apache/xalan/xsltc/compiler/Output|,|java+class:///org/apache/xalan/xsltc/compiler/TopLevelElement|>,<|java+project:///|,|java+method:///org/apache/xalan/xsltc/compiler/TopLevelElement/compile(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|,|java+method:///org/apache/xalan/xsltc/compiler/Output/translate(org.apache.xalan.xsltc.compiler.util.ClassGenerator,org.apache.xalan.xsltc.compiler.util.MethodGenerator)|>>,
  <<|java+class:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/PrecedingIterator|,|java+class:///org/apache/xml/dtm/ref/DTMAxisIteratorBase|>,<|java+project:///|,|java+method:///org/apache/xml/dtm/ref/DTMAxisIteratorBase/getLast()|,|java+method:///org/apache/xml/dtm/ref/DTMDefaultBaseIterators/PrecedingIterator/reset()|>>,
  <<|java+class:///org/apache/xpath/objects/XRTreeFrag|,|java+class:///org/apache/xpath/objects/XObject|>,<|java+project:///|,|java+method:///org/apache/xpath/objects/XObject/greaterThan(org.apache.xpath.objects.XObject)|,|java+method:///org/apache/xpath/objects/XRTreeFrag/num()|>>,
  <<|java+class:///org/apache/xalan/templates/XUnresolvedVariableSimple|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/asIteratorRaw(org.apache.xpath.XPathContext,int)|,|java+method:///org/apache/xalan/templates/XUnresolvedVariableSimple/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/FuncExtElementAvailable|,|java+class:///org/apache/xpath/Expression|>,<|java+project:///|,|java+method:///org/apache/xpath/Expression/bool(org.apache.xpath.XPathContext)|,|java+method:///org/apache/xpath/functions/FuncExtElementAvailable/execute(org.apache.xpath.XPathContext)|>>,
  <<|java+class:///org/apache/xpath/functions/Function2Args|,|java+class:///org/apache/xpath/functions/Function|>,<|java+project:///|,|java+method:///org/apache/xpath/functions/Function/callVisitors(org.apache.xpath.ExpressionOwner,org.apache.xpath.XPathVisitor)|,|java+method:///org/apache/xpath/functions/Function2Args/callArgVisitors(org.apache.xpath.XPathVisitor)|>>,
