[
  <<|java+class:///proguard/classfile/attribute/preverification/IntegerType|,|java+class:///proguard/classfile/attribute/preverification/VerificationType|>,220,<|java+field:///proguard/classfile/attribute/preverification/VerificationType/INTEGER_TYPE|,|java+method:///proguard/classfile/attribute/preverification/IntegerType/getTag()|>>,
  <<|java+class:///proguard/evaluation/value/SpecificFloatValue|,|java+class:///proguard/evaluation/value/FloatValue|>,220,<|java+method:///proguard/evaluation/value/FloatValue/divide(proguard.evaluation.value.SpecificFloatValue)|,|java+method:///proguard/evaluation/value/SpecificFloatValue/divideOf(proguard.evaluation.value.FloatValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificFloatValue|,|java+class:///proguard/evaluation/value/FloatValue|>,220,<|java+method:///proguard/evaluation/value/FloatValue/subtract(proguard.evaluation.value.SpecificFloatValue)|,|java+method:///proguard/evaluation/value/SpecificFloatValue/subtractFrom(proguard.evaluation.value.FloatValue)|>>,
  <<|java+class:///proguard/evaluation/value/SpecificFloatValue|,|java+class:///proguard/evaluation/value/FloatValue|>,220,<|java+method:///proguard/evaluation/value/FloatValue/remainder(proguard.evaluation.value.SpecificFloatValue)|,|java+method:///proguard/evaluation/value/SpecificFloatValue/remainderOf(proguard.evaluation.value.FloatValue)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/copy(proguard.classfile.instruction.TableSwitchInstruction)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/jumpOffsets|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/copy(proguard.classfile.instruction.TableSwitchInstruction)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/defaultOffset|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/copy(proguard.classfile.instruction.TableSwitchInstruction)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/jumpOffsets|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/defaultOffset|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/writeInt(byte%5B%5D,int,int)|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/writeByte(byte%5B%5D,int,int)|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/writeInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/jumpOffsets|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/readInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/defaultOffset|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/readInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+method:///proguard/classfile/instruction/Instruction/readInt(byte%5B%5D,int)|,|java+method:///proguard/classfile/instruction/TableSwitchInstruction/readInfo(byte%5B%5D,int)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/Instruction|>,220,<|java+field:///proguard/classfile/instruction/Instruction/opcode|,|java+constructor:///proguard/classfile/instruction/TableSwitchInstruction/TableSwitchInstruction(byte,int,int,int,int%5B%5D)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/jumpOffsets|,|java+constructor:///proguard/classfile/instruction/TableSwitchInstruction/TableSwitchInstruction(byte,int,int,int,int%5B%5D)|>>,
  <<|java+class:///proguard/classfile/instruction/TableSwitchInstruction|,|java+class:///proguard/classfile/instruction/SwitchInstruction|>,220,<|java+field:///proguard/classfile/instruction/SwitchInstruction/defaultOffset|,|java+constructor:///proguard/classfile/instruction/TableSwitchInstruction/TableSwitchInstruction(byte,int,int,int,int%5B%5D)|>>
]
