[
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchConditionEventRunnable/SearchConditionEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CategoryDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/loadAll()|,|java+method:///org/rssowl/core/internal/persist/dao/CategoryDAOImpl/loadAllNames()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FeedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FeedDAOImpl/loadReference(java.net.URI)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FeedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FeedDAOImpl/doSave(org.rssowl.core.persist.IFeed)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FeedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FeedDAOImpl/load(java.net.URI)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/FeedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/FeedDAOImpl/loadAll()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/LabelEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/LabelEventRunnable/LabelEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/NewsBinEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/NewsBinEventRunnable/NewsBinEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/persist/event/AttachmentEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/AttachmentEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/persist/event/runnable/SearchEventRunnable|,|java+class:///org/rssowl/core/persist/event/runnable/EventRunnable|>,220,<|java+method:///org/rssowl/core/persist/event/runnable/EventRunnable/getDAOService()|,|java+constructor:///org/rssowl/core/persist/event/runnable/SearchEventRunnable/SearchEventRunnable()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/CachingDAO/USE_LEGACY_CACHE_ACTIVATION|,|java+method:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO/exists(org.rssowl.core.persist.reference.FeedLinkReference)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingBookMarkDAO/loadAll(org.rssowl.core.persist.reference.FeedLinkReference)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/CachingDAO/USE_LEGACY_CACHE_ACTIVATION|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getDAO()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/fireResultsChanged(java.util.Set)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getDAO()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/visited(org.rssowl.core.persist.ISearchMark)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO|,|java+class:///org/rssowl/core/internal/persist/dao/CachingDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/CachingDAO/getCache()|,|java+method:///org/rssowl/core/internal/persist/dao/CachingSearchMarkDAO/load(org.rssowl.core.persist.ISearchCondition)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Source|,|java+class:///org/rssowl/core/internal/persist/Persistable|>,220,<|java+method:///org/rssowl/core/internal/persist/Persistable/createURI(java.lang.String)|,|java+method:///org/rssowl/core/internal/persist/Source/getLink()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/LabelDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/LabelDAOImpl/createSaveEventTemplate(org.rssowl.core.persist.ILabel)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/LabelDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/doDelete(T)|,|java+method:///org/rssowl/core/internal/persist/dao/LabelDAOImpl/doDelete(org.rssowl.core.persist.ILabel)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/LabelDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/LabelDAOImpl/doDelete(org.rssowl.core.persist.ILabel)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fWriteLock|,|java+method:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl/visited(org.rssowl.core.persist.INewsBin)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractEntityDAO/preSave(T)|,|java+method:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl/visited(org.rssowl.core.persist.INewsBin)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/NewsBinDaoImpl/visited(org.rssowl.core.persist.INewsBin)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Image|,|java+class:///org/rssowl/core/internal/persist/Persistable|>,220,<|java+method:///org/rssowl/core/internal/persist/Persistable/getURIText(java.net.URI)|,|java+method:///org/rssowl/core/internal/persist/Image/setHomepage(java.net.URI)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Image|,|java+class:///org/rssowl/core/internal/persist/Persistable|>,220,<|java+method:///org/rssowl/core/internal/persist/Persistable/createURI(java.lang.String)|,|java+method:///org/rssowl/core/internal/persist/Image/getHomepage()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/Image|,|java+class:///org/rssowl/core/internal/persist/Persistable|>,220,<|java+method:///org/rssowl/core/internal/persist/Persistable/createURI(java.lang.String)|,|java+method:///org/rssowl/core/internal/persist/Image/getLink()|>>,
  <<|java+class:///org/rssowl/core/persist/reference/AttachmentReference|,|java+class:///org/rssowl/core/persist/reference/ModelReference|>,220,<|java+method:///org/rssowl/core/persist/reference/ModelReference/resolve()|,|java+method:///org/rssowl/core/persist/reference/AttachmentReference/resolve()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/save(T)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/onDatabaseOpened(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/onDatabaseClosed(org.rssowl.core.internal.persist.service.DatabaseEvent)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/onDatabaseClosed(org.rssowl.core.internal.persist.service.DatabaseEvent)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/loadAll()|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/doLoad()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/delete(T)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/delete(org.rssowl.core.internal.persist.service.EntityIdsByEventType)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+field:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/fDb|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/doSave(org.rssowl.core.internal.persist.service.EntityIdsByEventType)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/doSave(T)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/doSave(org.rssowl.core.internal.persist.service.EntityIdsByEventType)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl|,|java+class:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO|>,220,<|java+method:///org/rssowl/core/internal/persist/dao/AbstractPersistableDAO/saveAll(java.util.Collection)|,|java+method:///org/rssowl/core/internal/persist/dao/EntitiesToBeIndexedDAOImpl/saveAll(java.util.Collection)|>>,
  <<|java+class:///org/rssowl/core/persist/event/SearchFilterEvent|,|java+class:///org/rssowl/core/persist/event/ModelEvent|>,220,<|java+method:///org/rssowl/core/persist/event/ModelEvent/getEntity()|,|java+method:///org/rssowl/core/persist/event/SearchFilterEvent/getEntity()|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fSize|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/indexOf(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fElements|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/indexOf(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+method:///org/rssowl/core/internal/persist/LongArrayList/setAll(long%5B%5D)|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/setAll(long%5B%5D)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fSize|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/setAll(long%5B%5D)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fElements|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/setAll(long%5B%5D)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fSize|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/add(long)|>>,
  <<|java+class:///org/rssowl/core/internal/persist/SortedLongArrayList|,|java+class:///org/rssowl/core/internal/persist/LongArrayList|>,220,<|java+field:///org/rssowl/core/internal/persist/LongArrayList/fElements|,|java+method:///org/rssowl/core/internal/persist/SortedLongArrayList/add(long)|>>,
