[
  <<|java+class:///java/util/ArrayList|,|java+interface:///java/util/List|>,202,|java+field:///net/sourceforge/ganttproject/gui/options/model/GPAbstractOption/myListeners|>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/server/ConnectionPanel.java|(3259,26,<83,8>,<83,34>)>,
  <<|java+class:///javax/swing/Box|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/server/ConnectionPanel.java|(3357,45,<86,8>,<86,53>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/server/ConnectionPanel.java|(3357,45,<86,8>,<86,53>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/server/ConnectionPanel.java|(3412,19,<87,8>,<87,27>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttProject|,|java+class:///java/awt/Frame|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutLicensePanel.java|(1553,135,<37,8>,<38,67>)>,
  <<|java+class:///javax/swing/JTextArea|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutLicensePanel.java|(3066,26,<63,25>,<63,51>)>,
  <<|java+class:///javax/swing/JScrollPane|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutLicensePanel.java|(3049,65,<63,8>,<63,73>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutLicensePanel.java|(3049,65,<63,8>,<63,73>)>,
  <<|java+class:///javax/swing/JPanel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutLicensePanel.java|(3188,20,<65,8>,<65,28>)>,
  <<|java+class:///net/sourceforge/ganttproject/chart/ChartOptionGroup|,|java+class:///net/sourceforge/ganttproject/gui/options/model/GPOptionGroup|>,201,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(1612,196,<40,8>,<43,49>)>,
  <<|java+class:///net/sourceforge/ganttproject/chart/ChartModelBase/Offset|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(5338,51,<126,29>,<126,80>)>,
  <<|java+class:///net/sourceforge/ganttproject/chart/GraphicPrimitiveContainer/Text|,|java+class:///net/sourceforge/ganttproject/chart/GraphicPrimitiveContainer/GraphicPrimitive|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(5694,45,<131,12>,<131,57>)>,
  <<|java+class:///net/sourceforge/ganttproject/time/TimeUnitText|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(5694,45,<131,12>,<131,57>)>,
  <<|java+class:///net/sourceforge/ganttproject/chart/ChartModelBase/Offset|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(6522,54,<148,29>,<148,83>)>,
  <<|java+class:///net/sourceforge/ganttproject/chart/GraphicPrimitiveContainer/Text|,|java+class:///net/sourceforge/ganttproject/chart/GraphicPrimitiveContainer/GraphicPrimitive|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(6883,45,<153,12>,<153,57>)>,
  <<|java+class:///net/sourceforge/ganttproject/time/TimeUnitText|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/chart/ChartHeaderImpl.java|(6883,45,<153,12>,<153,57>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutAuthorPanel.java|(9526,14,<225,23>,<225,37>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/about/AboutAuthorPanel.java|(9596,14,<227,23>,<227,37>)>,
  <<|java+interface:///org/ganttproject/impex/htmlpdf/Stylesheet|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/org.ganttproject.impex.htmlpdf/src/org/ganttproject/impex/htmlpdf/StylesheetFactoryImpl.java|(649,110,<19,30>,<20,59>)>,
  <<|java+class:///java/lang/Exception|,|java+class:///java/lang/Throwable|>,207,|project://ganttproject-2.1.1/org.ganttproject.impex.htmlpdf/src/org/ganttproject/impex/htmlpdf/StylesheetFactoryImpl.java|(1825,15,<35,18>,<35,33>)>,
  <<|java+class:///java/awt/Graphics2D|,|java+class:///java/awt/Graphics|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(1901,14,<51,32>,<51,46>)>,
  <<|java+class:///javax/swing/ImageIcon|,|java+interface:///javax/swing/Icon|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(1767,735,<48,28>,<63,9>)>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/GanttSplash/GanttSplash()/$anonymous1|,|java+class:///javax/swing/JLabel|>,201,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(1747,755,<48,8>,<63,9>)>,
  <<|java+class:///javax/swing/JLabel|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(2766,60,<72,12>,<72,72>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(2766,60,<72,12>,<72,72>)>,
  <<|java+class:///net/sourceforge/ganttproject/GanttSplash|,|java+class:///javax/swing/JFrame|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttSplash.java|(2860,26,<74,12>,<74,38>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2257,50,<65,20>,<65,70>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2402,45,<68,20>,<68,65>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2536,47,<71,20>,<71,67>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2675,45,<74,20>,<74,65>)>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net/sourceforge/ganttproject/IGanttProject,net/sourceforge/ganttproject/gui/UIFacade)/$anonymous1|,|java+class:///net/sourceforge/ganttproject/gui/options/OptionsPageBuilder/I18N|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(1688,1179,<49,8>,<79,10>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(3017,76,<81,51>,<81,127>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(3148,78,<82,53>,<82,131>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(3278,81,<83,50>,<83,131>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(3412,76,<84,51>,<84,127>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(3715,79,<89,16>,<89,95>)>,
  <<|java+class:///java/io/IOException|,|java+class:///java/lang/Throwable|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(5280,28,<115,20>,<115,48>)>,
  <<|java+class:///java/lang/StringBuffer|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/net/URLConnection|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/io/OutputStream|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/lang/String|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/lang/String|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/lang/String|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+class:///java/lang/String|,|java+interface:///javax/swing/Action|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/testConnectionAction|>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net/sourceforge/ganttproject/IGanttProject,net/sourceforge/ganttproject/gui/UIFacade)/$anonymous3|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/ChangeValueListener|>,202,|java+variable:///net/sourceforge/ganttproject/document/NetworkOptionPageProvider/buildPageComponent(net.sourceforge.ganttproject.IGanttProject,net.sourceforge.ganttproject.gui.UIFacade)/listener|>,
  <<|java+class:///javax/swing/JComponent|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6137,23,<134,8>,<134,31>)>,
  <<|java+class:///javax/swing/JButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6170,45,<135,8>,<135,53>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6368,76,<140,51>,<140,127>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6499,78,<141,53>,<141,131>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/options/model/DefaultStringOption|,|java+interface:///net/sourceforge/ganttproject/gui/options/model/GPOption|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6630,76,<142,51>,<142,127>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(1816,21,<52,23>,<52,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(1951,29,<56,23>,<56,52>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2089,21,<60,23>,<60,44>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2338,24,<66,27>,<66,51>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2478,18,<69,27>,<69,45>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2614,21,<72,27>,<72,48>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2751,19,<75,27>,<75,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(2813,28,<77,23>,<77,51>)>,
  <<|java+class:///javax/swing/Box|,|java+class:///java/awt/Component|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/document/NetworkOptionPageProvider.java|(6232,6,<136,15>,<136,21>)>,
  <<|java+class:///net/sourceforge/ganttproject/action/GPAction|,|java+interface:///javax/swing/Action|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectBase.java|(10258,11,<278,10>,<278,21>)>,
  <<|java+class:///net/sourceforge/ganttproject/action/GPAction|,|java+interface:///javax/swing/Action|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectBase.java|(10196,12,<274,10>,<274,22>)>,
  <<|java+class:///net/sourceforge/ganttproject/action/GPAction|,|java+interface:///javax/swing/Action|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/GanttProjectBase.java|(10321,13,<282,10>,<282,23>)>,
  <<|java+class:///net/sourceforge/ganttproject/task/dependency/TaskDependencyConstraint/DefaultCollision|,|java+interface:///net/sourceforge/ganttproject/task/dependency/TaskDependencyConstraint/Collision|>,201,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/dependency/constraint/FinishFinishConstraintImpl.java|(2216,171,<53,8>,<55,25>)>,
  <<|java+class:///net/sourceforge/ganttproject/task/dependency/constraint/DependencyActivityBindingImpl|,|java+interface:///net/sourceforge/ganttproject/task/dependency/TaskDependency/ActivityBinding|>,206,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/task/dependency/constraint/FinishFinishConstraintImpl.java|(2886,136,<67,15>,<68,75>)>,
  <<|java+class:///net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel/CustomColumnTableModel|,|java+interface:///javax/swing/table/TableModel|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2068,18,<62,16>,<62,34>)>,
  <<|java+class:///org/jdesktop/jdnc/JNTable|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2143,15,<64,8>,<64,23>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2184,22,<65,24>,<65,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2256,22,<66,24>,<66,46>)>,
  <<|java+class:///java/lang/String|,|java+class:///java/lang/Object|>,203,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2328,22,<67,24>,<67,46>)>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel/initComponents()/$anonymous1/actionPerformed(java/awt/event/ActionEvent)/$anonymous1|,|java+interface:///java/lang/Runnable|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2798,775,<78,16>,<91,26>)>,
  <<|java+anonymousClass:///net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel/initComponents()/$anonymous1|,|java+interface:///java/awt/event/ActionListener|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(2674,925,<76,8>,<93,10>)>,
  <<|java+class:///javax/swing/JButton|,|java+class:///java/awt/Component|>,207,|project://ganttproject-2.1.1/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/CustomColumnsPanel.java|(3609,38,<94,8>,<94,46>)>,
